rmse,lr_bu,lr_bi,lr_pu,lr_qi,reg_bu,reg_bi,reg_pu,reg_qi
1.0159620126558198,0.001,0.01,0.001,0.005,0.02,0.05,0.005,0.02
1.015964984126402,0.001,0.005,0.01,0.001,0.05,0.02,0.05,0.005
1.0159723265322524,0.005,0.005,0.01,0.005,0.05,0.05,0.02,0.005
1.0159759416985032,0.001,0.01,0.001,0.01,0.02,0.05,0.02,0.02
1.0159838061921278,0.001,0.01,0.001,0.005,0.005,0.005,0.05,0.005
1.0159960022363905,0.001,0.01,0.005,0.01,0.05,0.02,0.05,0.05
1.0160018960459969,0.001,0.01,0.001,0.01,0.02,0.005,0.005,0.05
1.0160084290756444,0.005,0.01,0.005,0.01,0.05,0.02,0.02,0.005
1.016013469446135,0.01,0.005,0.01,0.01,0.005,0.05,0.005,0.05
1.0160143169858784,0.001,0.01,0.01,0.001,0.02,0.05,0.05,0.005
1.0160192623336346,0.005,0.005,0.01,0.005,0.02,0.02,0.005,0.02
1.0160234325422015,0.001,0.01,0.01,0.005,0.005,0.02,0.05,0.02
1.016023818176329,0.005,0.01,0.005,0.01,0.02,0.02,0.005,0.005
1.0160274809752563,0.001,0.005,0.005,0.001,0.05,0.005,0.005,0.02
1.016027563304296,0.001,0.005,0.001,0.01,0.005,0.005,0.05,0.02
1.0160348335710465,0.001,0.01,0.001,0.005,0.005,0.02,0.05,0.005
1.0160412287353366,0.001,0.01,0.005,0.001,0.005,0.02,0.005,0.005
1.0160416065328928,0.005,0.01,0.01,0.005,0.005,0.05,0.005,0.005
1.0160430776470728,0.001,0.01,0.005,0.001,0.05,0.05,0.005,0.02
1.0160462116401319,0.005,0.005,0.01,0.005,0.005,0.005,0.02,0.005
1.0160518343915,0.005,0.005,0.01,0.005,0.005,0.05,0.02,0.02
1.0160602048271596,0.001,0.01,0.001,0.001,0.05,0.005,0.005,0.05
1.0160749610737765,0.001,0.005,0.01,0.001,0.02,0.005,0.02,0.05
1.0160937741762088,0.005,0.01,0.01,0.01,0.02,0.05,0.02,0.005
1.0160986213732395,0.001,0.01,0.001,0.001,0.005,0.02,0.005,0.05
1.0161036494826425,0.01,0.005,0.01,0.01,0.05,0.005,0.05,0.005
1.0161051725406276,0.001,0.005,0.005,0.005,0.02,0.005,0.02,0.05
1.0161064808757896,0.001,0.01,0.001,0.001,0.02,0.005,0.05,0.05
1.0161074478157295,0.001,0.01,0.005,0.001,0.005,0.05,0.02,0.005
1.0161157617685193,0.005,0.01,0.01,0.01,0.005,0.02,0.005,0.005
1.0161233386562123,0.001,0.005,0.001,0.01,0.05,0.005,0.005,0.05
1.0161253679835593,0.001,0.005,0.001,0.01,0.005,0.02,0.02,0.05
1.016144848382356,0.001,0.01,0.001,0.001,0.005,0.005,0.05,0.005
1.016146787421362,0.001,0.005,0.001,0.005,0.005,0.02,0.02,0.005
1.0161546993375616,0.001,0.01,0.005,0.005,0.005,0.02,0.05,0.02
1.016171242559,0.001,0.01,0.001,0.005,0.005,0.02,0.005,0.02
1.0161744695030943,0.001,0.005,0.005,0.005,0.02,0.05,0.05,0.02
1.0162398736096485,0.001,0.01,0.005,0.01,0.05,0.005,0.02,0.05
1.0162424832002857,0.001,0.01,0.001,0.01,0.005,0.02,0.05,0.02
1.0162428215982808,0.001,0.01,0.005,0.005,0.05,0.005,0.005,0.05
1.0162470763977953,0.005,0.005,0.01,0.01,0.005,0.005,0.05,0.02
1.0162485487102588,0.001,0.005,0.001,0.005,0.05,0.05,0.02,0.005
1.016258805956442,0.005,0.005,0.01,0.005,0.05,0.02,0.005,0.02
1.0162605836358927,0.005,0.01,0.01,0.01,0.02,0.005,0.005,0.005
1.0162661194197864,0.01,0.005,0.01,0.01,0.02,0.02,0.02,0.02
1.0162667922079915,0.001,0.01,0.001,0.005,0.02,0.005,0.05,0.005
1.0162902543216494,0.001,0.005,0.001,0.01,0.02,0.02,0.005,0.05
1.01630424656822,0.001,0.005,0.001,0.005,0.02,0.005,0.02,0.005
1.0163138396774687,0.005,0.005,0.01,0.01,0.005,0.02,0.005,0.05
1.0163139381701594,0.01,0.005,0.01,0.01,0.005,0.005,0.02,0.005
1.016325785115755,0.001,0.01,0.005,0.001,0.05,0.02,0.02,0.005
1.0163337236731687,0.005,0.005,0.005,0.01,0.02,0.02,0.05,0.005
1.0163370038280792,0.001,0.01,0.001,0.001,0.02,0.005,0.005,0.005
1.016347049843274,0.001,0.01,0.005,0.01,0.005,0.02,0.02,0.05
1.016353368265885,0.01,0.005,0.01,0.001,0.005,0.02,0.005,0.005
1.016355673337167,0.005,0.005,0.01,0.005,0.02,0.02,0.02,0.005
1.0163568281225002,0.001,0.005,0.01,0.001,0.005,0.05,0.02,0.05
1.0163677612173743,0.001,0.01,0.001,0.005,0.02,0.02,0.005,0.005
1.0163750369272437,0.001,0.01,0.001,0.005,0.02,0.005,0.05,0.02
1.0163751097400977,0.01,0.005,0.005,0.005,0.005,0.05,0.005,0.005
1.0163782664974346,0.001,0.01,0.005,0.001,0.005,0.02,0.005,0.02
1.0163844908810116,0.005,0.005,0.005,0.01,0.02,0.005,0.02,0.005
1.0163933880781075,0.005,0.01,0.01,0.01,0.005,0.02,0.02,0.005
1.0163967852193614,0.001,0.005,0.005,0.005,0.05,0.02,0.05,0.02
1.0164034177602999,0.001,0.01,0.01,0.01,0.05,0.005,0.05,0.05
1.0164073091438657,0.001,0.01,0.005,0.01,0.005,0.05,0.02,0.05
1.0164127826278797,0.001,0.01,0.001,0.005,0.05,0.05,0.005,0.005
1.0164241406440246,0.001,0.01,0.001,0.001,0.02,0.005,0.005,0.05
1.0164290021428422,0.001,0.01,0.001,0.001,0.05,0.005,0.005,0.005
1.0164309788748855,0.005,0.005,0.01,0.01,0.02,0.005,0.05,0.005
1.0164328730598382,0.001,0.01,0.001,0.001,0.05,0.005,0.05,0.005
1.0164477657182955,0.01,0.005,0.01,0.005,0.005,0.02,0.02,0.005
1.0164493847154832,0.001,0.005,0.005,0.005,0.02,0.005,0.05,0.02
1.0164535357581492,0.01,0.005,0.005,0.01,0.02,0.05,0.005,0.02
1.0164545403835599,0.001,0.01,0.005,0.001,0.05,0.005,0.02,0.02
1.0164608399283548,0.01,0.01,0.01,0.01,0.005,0.02,0.005,0.005
1.0164626855330487,0.001,0.01,0.001,0.001,0.005,0.05,0.005,0.005
1.0164795441815369,0.001,0.01,0.005,0.01,0.02,0.02,0.005,0.05
1.0165064953362652,0.001,0.01,0.01,0.001,0.05,0.05,0.02,0.05
1.0165081806631269,0.001,0.01,0.005,0.005,0.05,0.005,0.05,0.005
1.0165090866251136,0.001,0.01,0.01,0.001,0.02,0.005,0.02,0.02
1.0165128072347795,0.01,0.005,0.01,0.005,0.02,0.005,0.005,0.02
1.0165168678201904,0.001,0.005,0.005,0.005,0.005,0.02,0.05,0.02
1.0165247718026835,0.005,0.005,0.005,0.01,0.05,0.005,0.005,0.02
1.0165340893109402,0.001,0.005,0.005,0.005,0.05,0.02,0.02,0.05
1.0165384734423921,0.001,0.005,0.005,0.005,0.02,0.05,0.005,0.05
1.0165434188771767,0.001,0.005,0.01,0.001,0.005,0.005,0.02,0.05
1.0165543787718505,0.001,0.01,0.001,0.001,0.05,0.005,0.02,0.02
1.0165561591122823,0.005,0.005,0.01,0.005,0.05,0.05,0.02,0.02
1.0165586200272598,0.01,0.005,0.005,0.01,0.02,0.005,0.05,0.005
1.0165603373692988,0.001,0.01,0.005,0.01,0.005,0.02,0.05,0.02
1.016563777673476,0.001,0.01,0.001,0.005,0.005,0.02,0.005,0.005
1.016578817958048,0.001,0.01,0.001,0.005,0.05,0.005,0.005,0.02
1.0165788917743843,0.005,0.01,0.01,0.01,0.02,0.05,0.005,0.02
1.01661097365004,0.001,0.005,0.01,0.001,0.005,0.005,0.02,0.005
1.0166143364935105,0.001,0.01,0.01,0.005,0.02,0.05,0.02,0.05
1.0166177547982604,0.001,0.01,0.01,0.005,0.02,0.05,0.05,0.02
1.0166234485711398,0.001,0.01,0.005,0.005,0.02,0.02,0.05,0.005
1.0166250862754829,0.005,0.005,0.01,0.005,0.005,0.005,0.005,0.005
1.0166325856536862,0.001,0.01,0.001,0.01,0.02,0.005,0.02,0.02
1.0166357192003688,0.001,0.01,0.001,0.005,0.02,0.005,0.02,0.005
1.016660556341849,0.01,0.005,0.01,0.01,0.02,0.005,0.02,0.02
1.0166672412947673,0.001,0.01,0.005,0.005,0.02,0.005,0.05,0.02
1.0166676737849707,0.001,0.01,0.001,0.001,0.02,0.02,0.02,0.005
1.0166753318398483,0.001,0.01,0.005,0.005,0.005,0.02,0.005,0.05
1.016679695901654,0.001,0.01,0.005,0.005,0.005,0.02,0.02,0.05
1.0166858686662577,0.001,0.01,0.01,0.001,0.02,0.005,0.02,0.05
1.0166920892035631,0.001,0.01,0.005,0.005,0.02,0.05,0.02,0.02
1.0166963104607702,0.001,0.005,0.005,0.005,0.02,0.02,0.02,0.05
1.016726619616612,0.001,0.01,0.001,0.005,0.05,0.02,0.005,0.005
1.0167330537579307,0.01,0.005,0.01,0.01,0.005,0.005,0.005,0.02
1.0167733109184072,0.001,0.01,0.005,0.005,0.05,0.005,0.02,0.05
1.016774507275909,0.005,0.005,0.01,0.01,0.02,0.005,0.02,0.02
1.016782821633936,0.01,0.005,0.001,0.01,0.005,0.02,0.005,0.005
1.0167872092959382,0.005,0.005,0.005,0.01,0.02,0.02,0.005,0.02
1.0167932875974057,0.01,0.005,0.01,0.01,0.005,0.05,0.05,0.005
1.016793827522077,0.001,0.01,0.001,0.01,0.02,0.02,0.02,0.02
1.016795531410615,0.001,0.01,0.005,0.005,0.02,0.02,0.02,0.02
1.016800084616395,0.005,0.005,0.01,0.005,0.02,0.05,0.02,0.02
1.0168017701610637,0.001,0.005,0.01,0.001,0.005,0.05,0.05,0.005
1.016803014312883,0.001,0.01,0.005,0.001,0.02,0.02,0.005,0.005
1.0168047688506487,0.001,0.01,0.005,0.001,0.05,0.005,0.005,0.005
1.016823597948849,0.001,0.01,0.005,0.001,0.05,0.005,0.02,0.005
1.0168296921258282,0.005,0.005,0.01,0.01,0.05,0.05,0.02,0.05
1.0168321159768026,0.001,0.005,0.005,0.005,0.02,0.05,0.02,0.05
1.016834604942562,0.005,0.005,0.01,0.005,0.05,0.005,0.005,0.02
1.0168377273244413,0.001,0.005,0.01,0.001,0.05,0.02,0.05,0.02
1.0168460571054518,0.001,0.01,0.001,0.01,0.05,0.05,0.02,0.02
1.016849484464761,0.01,0.005,0.005,0.01,0.05,0.02,0.005,0.005
1.016876982337351,0.005,0.005,0.01,0.01,0.02,0.05,0.05,0.02
1.0168895672507086,0.001,0.01,0.001,0.005,0.02,0.05,0.02,0.005
1.0169015551028409,0.001,0.01,0.005,0.001,0.02,0.005,0.005,0.02
1.0169046661236236,0.001,0.005,0.01,0.005,0.005,0.005,0.05,0.05
1.0169047324029716,0.01,0.005,0.01,0.005,0.05,0.02,0.005,0.005
1.0169070799338815,0.001,0.005,0.01,0.001,0.02,0.05,0.05,0.005
1.0169098288419784,0.001,0.005,0.005,0.01,0.02,0.005,0.05,0.05
1.016911837249589,0.001,0.005,0.01,0.001,0.05,0.005,0.02,0.05
1.0169126691975092,0.001,0.01,0.001,0.005,0.05,0.005,0.02,0.02
1.0169131103334188,0.01,0.005,0.01,0.005,0.05,0.05,0.005,0.02
1.0169133313986436,0.01,0.005,0.005,0.01,0.005,0.05,0.005,0.02
1.0169282595926548,0.001,0.01,0.005,0.001,0.02,0.05,0.005,0.02
1.0169294933851545,0.001,0.01,0.001,0.01,0.02,0.05,0.005,0.02
1.0169372208733853,0.001,0.01,0.001,0.005,0.005,0.05,0.005,0.005
1.0169391565403039,0.001,0.01,0.001,0.01,0.005,0.05,0.005,0.02
1.0169472086810234,0.001,0.01,0.001,0.01,0.005,0.05,0.05,0.02
1.0169549796227972,0.001,0.01,0.005,0.005,0.005,0.05,0.05,0.005
1.0169597734156346,0.01,0.005,0.01,0.01,0.005,0.02,0.05,0.005
1.0169649675415917,0.01,0.005,0.01,0.005,0.02,0.05,0.005,0.02
1.016984159617548,0.001,0.01,0.005,0.01,0.005,0.02,0.05,0.05
1.0169878379932344,0.01,0.005,0.01,0.01,0.02,0.05,0.02,0.02
1.0169881202183009,0.001,0.01,0.01,0.005,0.05,0.005,0.05,0.02
1.0169913759106528,0.001,0.01,0.005,0.001,0.02,0.05,0.005,0.005
1.0170196510048606,0.001,0.005,0.005,0.005,0.05,0.005,0.02,0.05
1.0170196673699419,0.001,0.01,0.001,0.001,0.02,0.005,0.005,0.02
1.0170332165914944,0.001,0.01,0.005,0.001,0.05,0.02,0.005,0.05
1.0170360625052741,0.005,0.005,0.005,0.01,0.05,0.05,0.005,0.02
1.0170397387430286,0.001,0.01,0.001,0.001,0.005,0.02,0.005,0.005
1.0170447205709643,0.005,0.005,0.01,0.005,0.02,0.05,0.02,0.005
1.0170482471237696,0.001,0.01,0.001,0.001,0.005,0.005,0.005,0.02
1.0170533275670408,0.001,0.01,0.005,0.01,0.02,0.005,0.05,0.02
1.0170578070479535,0.001,0.01,0.01,0.001,0.005,0.005,0.02,0.05
1.0171110862282198,0.005,0.005,0.005,0.005,0.02,0.005,0.005,0.005
1.0171423183157302,0.001,0.01,0.005,0.01,0.02,0.05,0.005,0.05
1.0171431408711349,0.001,0.01,0.005,0.005,0.005,0.005,0.005,0.05
1.017145128535371,0.005,0.01,0.01,0.01,0.02,0.02,0.005,0.005
1.017162788291962,0.001,0.01,0.005,0.001,0.02,0.005,0.005,0.005
1.0171675733732664,0.01,0.005,0.01,0.01,0.02,0.005,0.02,0.005
1.017169197425252,0.001,0.01,0.005,0.005,0.005,0.005,0.02,0.02
1.017177059777417,0.001,0.01,0.01,0.005,0.02,0.02,0.05,0.02
1.0171780952331697,0.001,0.01,0.005,0.01,0.005,0.02,0.005,0.05
1.0171825132010226,0.001,0.01,0.01,0.005,0.05,0.05,0.05,0.02
1.0171904595224255,0.001,0.01,0.001,0.005,0.05,0.005,0.05,0.005
1.0172025325910208,0.001,0.005,0.005,0.005,0.005,0.005,0.05,0.005
1.0172096839289868,0.001,0.01,0.005,0.001,0.02,0.02,0.005,0.02
1.0172182638313327,0.001,0.01,0.001,0.01,0.05,0.02,0.02,0.02
1.0172203827229087,0.005,0.005,0.005,0.01,0.05,0.02,0.05,0.005
1.0172232455208692,0.001,0.005,0.005,0.001,0.02,0.02,0.005,0.005
1.0172241432930373,0.001,0.01,0.001,0.005,0.02,0.005,0.02,0.02
1.017228169890452,0.001,0.01,0.01,0.001,0.05,0.02,0.02,0.005
1.0172412723971345,0.005,0.005,0.001,0.01,0.02,0.05,0.005,0.005
1.0172674819111402,0.001,0.01,0.01,0.001,0.005,0.05,0.02,0.05
1.0172707994456376,0.01,0.005,0.005,0.01,0.02,0.05,0.02,0.005
1.0172770090619516,0.001,0.01,0.001,0.005,0.005,0.05,0.02,0.005
1.0172847690867202,0.001,0.01,0.01,0.001,0.02,0.02,0.02,0.005
1.0172852770358018,0.01,0.005,0.01,0.005,0.005,0.02,0.005,0.005
1.0173014651768553,0.001,0.01,0.01,0.001,0.005,0.02,0.02,0.02
1.0173031423043917,0.005,0.005,0.005,0.01,0.02,0.05,0.005,0.02
1.0173038601927245,0.001,0.01,0.005,0.001,0.05,0.02,0.005,0.005
1.0173042215703592,0.01,0.005,0.01,0.005,0.005,0.05,0.02,0.005
1.0173059510787987,0.001,0.01,0.005,0.001,0.005,0.005,0.005,0.05
1.0173396424156933,0.005,0.005,0.005,0.01,0.02,0.02,0.02,0.005
1.0173512149842399,0.005,0.005,0.005,0.01,0.005,0.02,0.05,0.005
1.0173532707395363,0.001,0.01,0.001,0.01,0.05,0.005,0.05,0.02
1.0173690362625225,0.001,0.01,0.005,0.005,0.05,0.005,0.05,0.02
1.0173747543700846,0.005,0.01,0.01,0.01,0.05,0.02,0.005,0.005
1.0174042883347756,0.005,0.005,0.01,0.005,0.005,0.005,0.005,0.02
1.0174113918479286,0.001,0.01,0.001,0.01,0.02,0.05,0.05,0.02
1.0174195648373068,0.001,0.01,0.01,0.005,0.02,0.005,0.05,0.005
1.0174222511549675,0.001,0.005,0.001,0.005,0.005,0.005,0.005,0.005
1.0174456621843986,0.001,0.01,0.01,0.005,0.02,0.02,0.02,0.05
1.0174502016819524,0.01,0.005,0.01,0.01,0.02,0.005,0.005,0.02
1.0174644234070815,0.001,0.01,0.005,0.005,0.02,0.005,0.05,0.005
1.0174770106036566,0.001,0.01,0.001,0.01,0.02,0.005,0.05,0.02
1.0174799444680305,0.001,0.01,0.001,0.005,0.05,0.02,0.05,0.005
1.017484814458089,0.001,0.01,0.01,0.001,0.02,0.02,0.02,0.02
1.0175002602588576,0.005,0.005,0.01,0.005,0.02,0.005,0.02,0.005
1.0175197280666597,0.001,0.01,0.01,0.01,0.02,0.05,0.05,0.05
1.0175204565722304,0.01,0.005,0.01,0.01,0.05,0.05,0.05,0.005
1.0175250075123163,0.001,0.01,0.001,0.001,0.05,0.005,0.02,0.005
1.0175277153516111,0.001,0.005,0.01,0.001,0.05,0.05,0.02,0.05
1.0175532245649448,0.001,0.01,0.005,0.005,0.02,0.05,0.05,0.005
1.0175584855739523,0.001,0.005,0.005,0.005,0.005,0.005,0.05,0.02
1.0175905804284253,0.01,0.005,0.01,0.01,0.02,0.02,0.02,0.005
1.0176051700814046,0.001,0.01,0.005,0.001,0.005,0.05,0.005,0.02
1.0176101013042709,0.001,0.01,0.005,0.001,0.02,0.02,0.02,0.005
1.017611770340087,0.001,0.005,0.01,0.005,0.02,0.005,0.05,0.05
1.017615998728614,0.01,0.005,0.005,0.01,0.05,0.05,0.02,0.005
1.0176173144241578,0.001,0.005,0.01,0.005,0.02,0.02,0.05,0.05
1.0176224127942899,0.001,0.01,0.001,0.01,0.05,0.02,0.05,0.02
1.017637611287803,0.001,0.005,0.001,0.01,0.005,0.05,0.005,0.05
1.0176428523863033,0.001,0.01,0.001,0.01,0.02,0.02,0.05,0.02
1.0176433649050995,0.005,0.001,0.001,0.001,0.05,0.02,0.05,0.02
1.0176816926473518,0.001,0.005,0.005,0.005,0.05,0.005,0.005,0.05
1.017682376272441,0.01,0.005,0.005,0.01,0.005,0.05,0.005,0.005
1.0176869793533407,0.001,0.01,0.005,0.01,0.02,0.05,0.05,0.02
1.0177170252067536,0.001,0.005,0.01,0.005,0.05,0.005,0.05,0.05
1.0177176502325924,0.001,0.005,0.005,0.005,0.05,0.05,0.05,0.02
1.0177223379698677,0.001,0.01,0.005,0.005,0.02,0.005,0.02,0.02
1.0177252604817364,0.005,0.005,0.005,0.01,0.005,0.005,0.05,0.005
1.0177404709639664,0.005,0.005,0.01,0.01,0.05,0.05,0.05,0.005
1.0177422382716166,0.001,0.005,0.01,0.001,0.05,0.05,0.05,0.005
1.0177437361745822,0.001,0.01,0.01,0.005,0.02,0.05,0.005,0.05
1.017763198199463,0.001,0.01,0.001,0.005,0.005,0.05,0.05,0.005
1.0177699910925797,0.001,0.01,0.01,0.001,0.05,0.005,0.02,0.05
1.0177867717489484,0.001,0.01,0.01,0.005,0.005,0.02,0.02,0.05
1.0177868116646256,0.001,0.01,0.005,0.005,0.05,0.05,0.02,0.02
1.0178049306283163,0.001,0.01,0.005,0.01,0.05,0.02,0.005,0.05
1.017822671989916,0.001,0.01,0.01,0.005,0.05,0.02,0.02,0.05
1.0178228997537977,0.005,0.005,0.01,0.01,0.02,0.02,0.02,0.02
1.0178260310319174,0.001,0.01,0.01,0.005,0.05,0.02,0.02,0.02
1.017826977494814,0.01,0.005,0.005,0.01,0.05,0.05,0.005,0.02
1.0178304040557886,0.001,0.01,0.005,0.001,0.05,0.005,0.005,0.02
1.0178338626092598,0.001,0.005,0.005,0.005,0.05,0.005,0.05,0.005
1.0178385499051588,0.005,0.005,0.01,0.005,0.005,0.05,0.02,0.005
1.0178433496414814,0.005,0.005,0.005,0.01,0.05,0.05,0.05,0.005
1.0178443305065736,0.005,0.005,0.001,0.01,0.005,0.02,0.005,0.005
1.0178559899250257,0.001,0.01,0.01,0.01,0.005,0.02,0.02,0.05
1.0178601262141243,0.005,0.005,0.005,0.01,0.02,0.05,0.02,0.02
1.0178719811682384,0.001,0.01,0.01,0.005,0.05,0.005,0.02,0.05
1.0178784846235027,0.001,0.005,0.005,0.01,0.02,0.05,0.05,0.05
1.017889352236895,0.001,0.01,0.001,0.01,0.005,0.02,0.02,0.02
1.0178902221167136,0.001,0.01,0.005,0.01,0.005,0.005,0.005,0.05
1.0178908262651962,0.001,0.01,0.005,0.01,0.05,0.05,0.02,0.05
1.0178939426690843,0.005,0.005,0.01,0.01,0.005,0.02,0.05,0.005
1.0178968197898848,0.01,0.005,0.005,0.01,0.005,0.02,0.005,0.005
1.0179074604280354,0.001,0.01,0.01,0.001,0.005,0.05,0.02,0.02
1.0179208965759619,0.001,0.01,0.005,0.005,0.005,0.05,0.02,0.02
1.0179260710447722,0.001,0.005,0.005,0.005,0.02,0.02,0.005,0.05
1.0179396913690681,0.001,0.005,0.001,0.01,0.05,0.005,0.05,0.02
1.0179484811883934,0.001,0.005,0.001,0.005,0.02,0.05,0.02,0.005
1.017949318214867,0.001,0.005,0.005,0.005,0.005,0.005,0.02,0.05
1.0179779355445944,0.001,0.005,0.01,0.001,0.02,0.02,0.02,0.005
1.017994431306227,0.01,0.005,0.01,0.01,0.05,0.05,0.02,0.02
1.0180049647643548,0.001,0.01,0.005,0.005,0.05,0.05,0.05,0.005
1.0180086593017414,0.001,0.01,0.005,0.005,0.05,0.005,0.02,0.02
1.0180129733924026,0.005,0.005,0.005,0.01,0.05,0.02,0.02,0.005
1.0180340327423767,0.005,0.005,0.01,0.005,0.05,0.05,0.005,0.02
1.0180486246381555,0.005,0.005,0.01,0.01,0.02,0.05,0.005,0.05
1.0180533972015795,0.005,0.01,0.005,0.01,0.02,0.005,0.005,0.005
1.0180595527651153,0.001,0.01,0.01,0.01,0.02,0.02,0.05,0.02
1.0180602428454573,0.005,0.005,0.01,0.01,0.05,0.02,0.02,0.02
1.0180694687759502,0.001,0.01,0.01,0.001,0.005,0.005,0.02,0.02
1.018096603371249,0.001,0.005,0.001,0.01,0.02,0.005,0.05,0.02
1.0181100111883938,0.005,0.001,0.001,0.001,0.05,0.02,0.05,0.005
1.0181259555783615,0.01,0.005,0.001,0.01,0.005,0.05,0.005,0.005
1.0181296527455455,0.001,0.01,0.01,0.001,0.05,0.005,0.02,0.005
1.0181322328425495,0.01,0.005,0.005,0.01,0.02,0.005,0.02,0.005
1.0181394644991923,0.001,0.01,0.005,0.01,0.05,0.02,0.05,0.02
1.0181457878798454,0.001,0.005,0.005,0.01,0.05,0.005,0.05,0.05
1.0181686861114296,0.001,0.01,0.01,0.001,0.02,0.005,0.02,0.005
1.0181838276812771,0.005,0.005,0.01,0.005,0.005,0.05,0.005,0.02
1.0181898747348628,0.005,0.01,0.01,0.01,0.02,0.05,0.005,0.005
1.018193079578781,0.01,0.01,0.01,0.01,0.05,0.05,0.005,0.005
1.0181972600183242,0.001,0.01,0.01,0.005,0.05,0.02,0.05,0.02
1.0182006053092272,0.001,0.005,0.01,0.005,0.02,0.05,0.05,0.05
1.0182086568902284,0.001,0.01,0.001,0.001,0.005,0.005,0.02,0.005
1.0182091376766773,0.001,0.005,0.005,0.005,0.005,0.05,0.02,0.05
1.018211119125958,0.001,0.01,0.005,0.01,0.05,0.02,0.02,0.05
1.0182161069267084,0.001,0.01,0.001,0.005,0.05,0.005,0.02,0.005
1.0182410576554506,0.001,0.01,0.005,0.005,0.005,0.02,0.05,0.005
1.0182418453084148,0.001,0.005,0.005,0.01,0.005,0.05,0.05,0.05
1.0182598209314542,0.001,0.01,0.01,0.01,0.02,0.005,0.05,0.02
1.0182645827968773,0.005,0.005,0.01,0.01,0.005,0.05,0.05,0.02
1.0182800000526346,0.001,0.01,0.005,0.005,0.05,0.05,0.02,0.005
1.0182822437427568,0.01,0.005,0.005,0.01,0.005,0.005,0.02,0.005
1.018290119138318,0.01,0.005,0.01,0.005,0.02,0.005,0.005,0.005
1.0182931250732754,0.005,0.001,0.001,0.001,0.05,0.05,0.05,0.02
1.018296590693295,0.001,0.005,0.001,0.01,0.05,0.02,0.005,0.02
1.018307623098987,0.001,0.01,0.01,0.001,0.005,0.05,0.005,0.05
1.0183094340642513,0.001,0.01,0.001,0.005,0.02,0.02,0.02,0.005
1.0183205026613327,0.01,0.005,0.01,0.005,0.02,0.02,0.005,0.02
1.0183246766967984,0.001,0.01,0.01,0.001,0.05,0.05,0.02,0.02
1.0183490507707016,0.005,0.005,0.01,0.01,0.05,0.02,0.005,0.05
1.0183654023738917,0.001,0.01,0.01,0.005,0.02,0.02,0.05,0.005
1.0183712722539482,0.001,0.01,0.001,0.01,0.02,0.02,0.005,0.02
1.0183748485781705,0.001,0.01,0.01,0.001,0.02,0.05,0.02,0.02
1.018379972947941,0.001,0.005,0.01,0.001,0.02,0.05,0.02,0.05
1.0183954911669166,0.001,0.005,0.01,0.005,0.05,0.05,0.05,0.05
1.0184182741166519,0.001,0.005,0.005,0.01,0.005,0.02,0.05,0.05
1.0184336582842386,0.005,0.005,0.01,0.01,0.005,0.005,0.02,0.02
1.0184419984596527,0.001,0.005,0.001,0.01,0.005,0.02,0.02,0.02
1.0184484414825847,0.001,0.005,0.005,0.005,0.005,0.005,0.005,0.05
1.0184514829747453,0.001,0.01,0.005,0.005,0.02,0.005,0.005,0.05
1.0184520519690248,0.01,0.005,0.005,0.01,0.05,0.02,0.02,0.005
1.0184611697727548,0.01,0.005,0.01,0.01,0.02,0.05,0.05,0.005
1.0184688205009191,0.005,0.01,0.01,0.01,0.005,0.05,0.02,0.005
1.0184744988951446,0.001,0.01,0.01,0.005,0.005,0.005,0.02,0.05
1.018487437300746,0.001,0.005,0.005,0.005,0.05,0.05,0.02,0.05
1.018489685056799,0.01,0.005,0.01,0.01,0.02,0.02,0.005,0.02
1.0184969785344622,0.001,0.01,0.001,0.005,0.05,0.005,0.005,0.005
1.0185054598704737,0.005,0.005,0.005,0.01,0.005,0.05,0.005,0.02
1.0185137038867933,0.001,0.01,0.01,0.001,0.05,0.005,0.005,0.02
1.0185345072783358,0.001,0.005,0.001,0.01,0.05,0.02,0.02,0.02
1.0185613606866435,0.001,0.01,0.01,0.005,0.005,0.02,0.005,0.05
1.018564692217502,0.001,0.01,0.01,0.01,0.05,0.02,0.05,0.02
1.0185658314384602,0.001,0.01,0.005,0.01,0.005,0.05,0.005,0.05
1.0185658709027015,0.001,0.01,0.005,0.01,0.05,0.005,0.05,0.02
1.0185693639812712,0.001,0.01,0.001,0.01,0.02,0.005,0.005,0.02
1.0185702741096863,0.005,0.001,0.001,0.001,0.02,0.02,0.005,0.05
1.0185704629951515,0.001,0.01,0.005,0.001,0.005,0.005,0.005,0.005
1.0185736933388936,0.01,0.005,0.005,0.01,0.05,0.005,0.02,0.005
1.0185993621875908,0.005,0.005,0.01,0.005,0.005,0.02,0.02,0.005
1.0186061173874736,0.01,0.01,0.01,0.01,0.02,0.05,0.005,0.005
1.0186092836856557,0.005,0.001,0.001,0.001,0.05,0.02,0.005,0.05
1.0186131834965104,0.001,0.01,0.01,0.001,0.02,0.02,0.005,0.005
1.0186225099073238,0.001,0.005,0.01,0.001,0.02,0.005,0.02,0.02
1.0186235244057742,0.001,0.005,0.005,0.005,0.005,0.02,0.05,0.005
1.0186243832348503,0.005,0.005,0.01,0.01,0.005,0.05,0.02,0.05
1.0186244392705437,0.005,0.005,0.01,0.01,0.02,0.02,0.05,0.005
1.0186289538837083,0.005,0.001,0.001,0.001,0.02,0.02,0.005,0.005
1.018630047263229,0.001,0.01,0.01,0.001,0.02,0.05,0.02,0.005
